placebo_id,ano_placebo,setor,janela,car,n_dias
1,2007,Financeiro,placebo_reacao,-0.013896366085077591,11
1,2007,Materiais Básicos,placebo_antecip,-0.14426296732341806,45
1,2007,Materiais Básicos,placebo_reacao,-0.03812846928721499,11
1,2007,Utilidade Pública,placebo_antecip,-0.058700405882001705,45
1,2007,Utilidade Pública,placebo_reacao,-0.026639567427514305,11
2,2019,Bens Industriais,placebo_antecip,-0.023771290870374683,45
2,2019,Bens Industriais,placebo_reacao,0.005770821107746773,11
2,2019,Comunicações,placebo_antecip,-0.014822481172208975,45
2,2019,Comunicações,placebo_reacao,-0.003085414945192661,11
2,2019,Construção e Transporte,placebo_antecip,-0.07046853618188631,45
2,2019,Construção e Transporte,placebo_reacao,-0.0010633012936656482,11
2,2019,Consumo Cíclico,placebo_antecip,-0.0011943104637116729,45
2,2019,Consumo Cíclico,placebo_reacao,0.0043884830333192956,11
2,2019,Consumo Não Cíclico,placebo_antecip,0.00899885362559117,45
2,2019,Consumo Não Cíclico,placebo_reacao,-0.014096833727745766,11
2,2019,Financeiro,placebo_antecip,-0.04368455513000379,45
2,2019,Financeiro,placebo_reacao,-0.01011213139687465,11
2,2019,Materiais Básicos,placebo_antecip,-0.08731243356329131,45
2,2019,Materiais Básicos,placebo_reacao,-0.0015208171483391602,11
2,2019,Outros,placebo_antecip,0.059968810107609447,45
2,2019,Outros,placebo_reacao,-0.01821803484857683,11
2,2019,Saúde,placebo_antecip,0.05162002851013369,45
2,2019,Saúde,placebo_reacao,-0.01077993488116228,11
2,2019,Utilidade Pública,placebo_antecip,-0.05929492749679486,45
2,2019,Utilidade Pública,placebo_reacao,-0.027558255895869764,11
3,2021,Bens Industriais,placebo_antecip,-0.05487867487311836,45
3,2021,Bens Industriais,placebo_reacao,-0.03775826365000482,11
3,2021,Comunicações,placebo_antecip,-0.14398262174469903,45
3,2021,Comunicações,placebo_reacao,-0.06558127490209303,11
3,2021,Construção e Transporte,placebo_antecip,-0.09756046937809988,45
3,2021,Construção e Transporte,placebo_reacao,-0.00618943370868826,11
3,2021,Consumo Cíclico,placebo_antecip,-0.08753748125090849,45
3,2021,Consumo Cíclico,placebo_reacao,-0.027429787709755203,11
3,2021,Consumo Não Cíclico,placebo_antecip,0.011841809100526141,45
3,2021,Consumo Não Cíclico,placebo_reacao,0.00610996888001395,11
3,2021,Financeiro,placebo_antecip,-0.022270950268843594,45
3,2021,Financeiro,placebo_reacao,-0.01909393879805773,11
3,2021,Materiais Básicos,placebo_antecip,-0.1528888897546089,45
3,2021,Materiais Básicos,placebo_reacao,-0.005752942966117289,11
3,2021,Outros,placebo_antecip,-0.10346969144247689,45
3,2021,Outros,placebo_reacao,0.008220874655128737,11
3,2021,"Petróleo, Gás e Biocombustíveis",placebo_antecip,0.10622490481946711,45
3,2021,"Petróleo, Gás e Biocombustíveis",placebo_reacao,0.04153633438597747,11
3,2021,Saúde,placebo_antecip,-0.03096599925397027,45
3,2021,Saúde,placebo_reacao,-0.06404246803097352,11
3,2021,Utilidade Pública,placebo_antecip,-0.0004985082564668321,45
3,2021,Utilidade Pública,placebo_reacao,-0.0050399342246122796,11
4,2016,Bens Industriais,placebo_antecip,-0.08166312140987741,45
4,2016,Bens Industriais,placebo_reacao,-0.015556770205709761,11
4,2016,Comunicações,placebo_antecip,0.05617932015604719,45
4,2016,Comunicações,placebo_reacao,0.0026752411286898523,11
4,2016,Construção e Transporte,placebo_antecip,-0.12657491668175427,45
4,2016,Construção e Transporte,placebo_reacao,-0.034213164870704645,11
4,2016,Consumo Cíclico,placebo_antecip,-0.057078633755359404,45
4,2016,Consumo Cíclico,placebo_reacao,-0.016099190770772667,11
4,2016,Consumo Não Cíclico,placebo_antecip,0.025884767803867028,45
4,2016,Consumo Não Cíclico,placebo_reacao,0.009250204061546353,11
4,2016,Financeiro,placebo_antecip,-0.029265863500295024,45
4,2016,Financeiro,placebo_reacao,-0.005445806400498626,11
4,2016,Materiais Básicos,placebo_antecip,-0.001720562510131714,45
4,2016,Materiais Básicos,placebo_reacao,-0.016409499684044038,11
4,2016,Outros,placebo_antecip,-0.030552734635355766,45
4,2016,Outros,placebo_reacao,0.008763753888177074,11
4,2016,Saúde,placebo_antecip,-0.022114523315519347,45
4,2016,Saúde,placebo_reacao,-0.060685763100453476,11
4,2016,Utilidade Pública,placebo_antecip,-0.011593023148838618,45
4,2016,Utilidade Pública,placebo_reacao,0.00031572282623553577,11
5,2012,Bens Industriais,placebo_antecip,0.06956223020524628,45
5,2012,Bens Industriais,placebo_reacao,-0.008738655135525462,11
5,2012,Comunicações,placebo_antecip,-0.026676135941562255,45
5,2012,Comunicações,placebo_reacao,0.040370575715856796,11
5,2012,Construção e Transporte,placebo_antecip,0.04475304866450009,45
5,2012,Construção e Transporte,placebo_reacao,0.02679164085090364,11
5,2012,Consumo Cíclico,placebo_antecip,0.09778394488692371,45
5,2012,Consumo Cíclico,placebo_reacao,0.027502343102281935,11
5,2012,Consumo Não Cíclico,placebo_antecip,0.039504478024149435,45
5,2012,Consumo Não Cíclico,placebo_reacao,-0.019289889049841566,11
5,2012,Financeiro,placebo_antecip,-0.0015725135206449189,45
5,2012,Financeiro,placebo_reacao,-0.02401527628359364,11
5,2012,Materiais Básicos,placebo_antecip,-0.0037436731299136,45
5,2012,Materiais Básicos,placebo_reacao,0.01128576602722232,11
5,2012,Outros,placebo_antecip,0.12768696753345093,45
5,2012,Outros,placebo_reacao,-0.017433617655302013,11
5,2012,Saúde,placebo_antecip,0.03901914301501071,45
5,2012,Saúde,placebo_reacao,0.05401605653674515,11
5,2012,Utilidade Pública,placebo_antecip,-0.07882651034012107,45
5,2012,Utilidade Pública,placebo_reacao,-0.013812148963365701,11
6,2019,Bens Industriais,placebo_antecip,-0.023771290870374683,45
6,2019,Bens Industriais,placebo_reacao,0.005770821107746773,11
6,2019,Comunicações,placebo_antecip,-0.014822481172208975,45
6,2019,Comunicações,placebo_reacao,-0.003085414945192661,11
6,2019,Construção e Transporte,placebo_antecip,-0.07046853618188631,45
6,2019,Construção e Transporte,placebo_reacao,-0.0010633012936656482,11
6,2019,Consumo Cíclico,placebo_antecip,-0.0011943104637116729,45
6,2019,Consumo Cíclico,placebo_reacao,0.0043884830333192956,11
6,2019,Consumo Não Cíclico,placebo_antecip,0.00899885362559117,45
6,2019,Consumo Não Cíclico,placebo_reacao,-0.014096833727745766,11
6,2019,Financeiro,placebo_antecip,-0.04368455513000379,45
6,2019,Financeiro,placebo_reacao,-0.01011213139687465,11
6,2019,Materiais Básicos,placebo_antecip,-0.08731243356329131,45
6,2019,Materiais Básicos,placebo_reacao,-0.0015208171483391602,11
6,2019,Outros,placebo_antecip,0.059968810107609447,45
6,2019,Outros,placebo_reacao,-0.01821803484857683,11
6,2019,Saúde,placebo_antecip,0.05162002851013369,45
6,2019,Saúde,placebo_reacao,-0.01077993488116228,11
6,2019,Utilidade Pública,placebo_antecip,-0.05929492749679486,45
6,2019,Utilidade Pública,placebo_reacao,-0.027558255895869764,11
7,2008,Bens Industriais,placebo_antecip,-0.15664681234455644,45
7,2008,Bens Industriais,placebo_reacao,-0.10717110676767161,11
7,2008,Comunicações,placebo_antecip,-0.14522892809703888,45
7,2008,Comunicações,placebo_reacao,-0.12744807819484702,11
7,2008,Construção e Transporte,placebo_antecip,-0.2953440241461993,45
7,2008,Construção e Transporte,placebo_reacao,-0.0743554302110192,11
7,2008,Consumo Cíclico,placebo_antecip,-0.07178106090898066,45
7,2008,Consumo Cíclico,placebo_reacao,-0.05795283116562033,11
7,2008,Consumo Não Cíclico,placebo_antecip,-0.2319725148345167,45
7,2008,Consumo Não Cíclico,placebo_reacao,-0.06448931289774212,11
7,2008,Financeiro,placebo_antecip,-0.05590254119192681,45
7,2008,Financeiro,placebo_reacao,-0.03786830962439218,11
7,2008,Materiais Básicos,placebo_antecip,-0.12963621640693027,45
7,2008,Materiais Básicos,placebo_reacao,-0.10422817742672039,11
7,2008,Outros,placebo_antecip,-0.09105685578587007,45
7,2008,Outros,placebo_reacao,0.0025904218339058774,11
7,2008,Utilidade Pública,placebo_antecip,-0.07524436209709376,45
7,2008,Utilidade Pública,placebo_reacao,-0.043477221096293095,11
8,2011,Bens Industriais,placebo_antecip,0.015490175498993081,45
8,2011,Bens Industriais,placebo_reacao,-0.030355798825212273,11
8,2011,Comunicações,placebo_antecip,0.07065508046307847,45
8,2011,Comunicações,placebo_reacao,-0.037227224593360614,11
8,2011,Construção e Transporte,placebo_antecip,-0.05247945530939425,45
8,2011,Construção e Transporte,placebo_reacao,-0.0037850226945603067,11
8,2011,Consumo Cíclico,placebo_antecip,-0.09170703525997641,45
8,2011,Consumo Cíclico,placebo_reacao,-0.030536500862047473,11
8,2011,Consumo Não Cíclico,placebo_antecip,-0.007165454944145584,45
8,2011,Consumo Não Cíclico,placebo_reacao,-0.019690903063535815,11
8,2011,Financeiro,placebo_antecip,0.017454639788607784,45
8,2011,Financeiro,placebo_reacao,0.0024509492297946547,11
8,2011,Materiais Básicos,placebo_antecip,-0.03610777012331152,45
8,2011,Materiais Básicos,placebo_reacao,-0.02071359808586678,11
8,2011,Outros,placebo_antecip,-0.002472752754438007,45
8,2011,Outros,placebo_reacao,-0.02794408588696588,11
8,2011,Saúde,placebo_antecip,-0.07415178030725861,45
8,2011,Saúde,placebo_reacao,-0.04797550923020747,11
8,2011,Utilidade Pública,placebo_antecip,-0.02350210793968245,45
8,2011,Utilidade Pública,placebo_reacao,-0.0024131781910245345,11
9,2015,Bens Industriais,placebo_antecip,0.004133522430041704,45
9,2015,Bens Industriais,placebo_reacao,0.0247409707938661,11
9,2015,Comunicações,placebo_antecip,-0.08353065812471341,45
9,2015,Comunicações,placebo_reacao,0.06326319082519648,11
9,2015,Construção e Transporte,placebo_antecip,-0.07699569948732386,45
9,2015,Construção e Transporte,placebo_reacao,0.035370519372958,11
9,2015,Consumo Cíclico,placebo_antecip,-0.05524904248597904,45
9,2015,Consumo Cíclico,placebo_reacao,0.02726416898251193,11
9,2015,Consumo Não Cíclico,placebo_antecip,0.04339683321606864,45
9,2015,Consumo Não Cíclico,placebo_reacao,0.023202701220323696,11
9,2015,Financeiro,placebo_antecip,-0.04883569604265256,45
9,2015,Financeiro,placebo_reacao,-0.0011818009096974868,11
9,2015,Materiais Básicos,placebo_antecip,0.012539554186666354,45
9,2015,Materiais Básicos,placebo_reacao,0.0380919857574927,11
9,2015,Outros,placebo_antecip,0.005377711147778372,45
9,2015,Outros,placebo_reacao,0.05134528817691626,11
9,2015,Saúde,placebo_antecip,-0.07539821902299847,45
9,2015,Saúde,placebo_reacao,0.031648786297759635,11
9,2015,Utilidade Pública,placebo_antecip,-0.03342789262334732,45
9,2015,Utilidade Pública,placebo_reacao,0.04289793881150178,11
10,2005,Bens Industriais,placebo_antecip,-0.044253645456010564,45
10,2005,Bens Industriais,placebo_reacao,0.012409355163528146,11
10,2005,Comunicações,placebo_antecip,0.00931930299417275,45
10,2005,Comunicações,placebo_reacao,0.03899698128386907,11
10,2005,Construção e Transporte,placebo_antecip,0.1092666154092554,45
10,2005,Construção e Transporte,placebo_reacao,0.06114042162783694,11
10,2005,Consumo Cíclico,placebo_antecip,-0.03320346409349143,45
10,2005,Consumo Cíclico,placebo_reacao,0.01221475069226917,11
10,2005,Financeiro,placebo_antecip,0.01012118764346049,45
10,2005,Financeiro,placebo_reacao,0.02597455438914916,11
10,2005,Materiais Básicos,placebo_antecip,0.002486919443710524,45
10,2005,Materiais Básicos,placebo_reacao,-0.03797524433222946,11
10,2005,Utilidade Pública,placebo_antecip,0.03129421702346148,45
10,2005,Utilidade Pública,placebo_reacao,0.024597650049108487,11
11,2011,Bens Industriais,placebo_antecip,0.015490175498993081,45
11,2011,Bens Industriais,placebo_reacao,-0.030355798825212273,11
11,2011,Comunicações,placebo_antecip,0.07065508046307847,45
11,2011,Comunicações,placebo_reacao,-0.037227224593360614,11
11,2011,Construção e Transporte,placebo_antecip,-0.05247945530939425,45
11,2011,Construção e Transporte,placebo_reacao,-0.0037850226945603067,11
11,2011,Consumo Cíclico,placebo_antecip,-0.09170703525997641,45
11,2011,Consumo Cíclico,placebo_reacao,-0.030536500862047473,11
11,2011,Consumo Não Cíclico,placebo_antecip,-0.007165454944145584,45
11,2011,Consumo Não Cíclico,placebo_reacao,-0.019690903063535815,11
11,2011,Financeiro,placebo_antecip,0.017454639788607784,45
11,2011,Financeiro,placebo_reacao,0.0024509492297946547,11
11,2011,Materiais Básicos,placebo_antecip,-0.03610777012331152,45
11,2011,Materiais Básicos,placebo_reacao,-0.02071359808586678,11
11,2011,Outros,placebo_antecip,-0.002472752754438007,45
11,2011,Outros,placebo_reacao,-0.02794408588696588,11
11,2011,Saúde,placebo_antecip,-0.07415178030725861,45
11,2011,Saúde,placebo_reacao,-0.04797550923020747,11
11,2011,Utilidade Pública,placebo_antecip,-0.02350210793968245,45
11,2011,Utilidade Pública,placebo_reacao,-0.0024131781910245345,11
12,2016,Bens Industriais,placebo_antecip,-0.08166312140987741,45
12,2016,Bens Industriais,placebo_reacao,-0.015556770205709761,11
12,2016,Comunicações,placebo_antecip,0.05617932015604719,45
12,2016,Comunicações,placebo_reacao,0.0026752411286898523,11
12,2016,Construção e Transporte,placebo_antecip,-0.12657491668175427,45
12,2016,Construção e Transporte,placebo_reacao,-0.034213164870704645,11
12,2016,Consumo Cíclico,placebo_antecip,-0.057078633755359404,45
12,2016,Consumo Cíclico,placebo_reacao,-0.016099190770772667,11
12,2016,Consumo Não Cíclico,placebo_antecip,0.025884767803867028,45
12,2016,Consumo Não Cíclico,placebo_reacao,0.009250204061546353,11
12,2016,Financeiro,placebo_antecip,-0.029265863500295024,45
12,2016,Financeiro,placebo_reacao,-0.005445806400498626,11
12,2016,Materiais Básicos,placebo_antecip,-0.001720562510131714,45
12,2016,Materiais Básicos,placebo_reacao,-0.016409499684044038,11
12,2016,Outros,placebo_antecip,-0.030552734635355766,45
12,2016,Outros,placebo_reacao,0.008763753888177074,11
12,2016,Saúde,placebo_antecip,-0.022114523315519347,45
12,2016,Saúde,placebo_reacao,-0.060685763100453476,11
12,2016,Utilidade Pública,placebo_antecip,-0.011593023148838618,45
12,2016,Utilidade Pública,placebo_reacao,0.00031572282623553577,11
13,2016,Bens Industriais,placebo_antecip,-0.08166312140987741,45
13,2016,Bens Industriais,placebo_reacao,-0.015556770205709761,11
13,2016,Comunicações,placebo_antecip,0.05617932015604719,45
13,2016,Comunicações,placebo_reacao,0.0026752411286898523,11
13,2016,Construção e Transporte,placebo_antecip,-0.12657491668175427,45
13,2016,Construção e Transporte,placebo_reacao,-0.034213164870704645,11
13,2016,Consumo Cíclico,placebo_antecip,-0.057078633755359404,45
13,2016,Consumo Cíclico,placebo_reacao,-0.016099190770772667,11
13,2016,Consumo Não Cíclico,placebo_antecip,0.025884767803867028,45
13,2016,Consumo Não Cíclico,placebo_reacao,0.009250204061546353,11
13,2016,Financeiro,placebo_antecip,-0.029265863500295024,45
13,2016,Financeiro,placebo_reacao,-0.005445806400498626,11
13,2016,Materiais Básicos,placebo_antecip,-0.001720562510131714,45
13,2016,Materiais Básicos,placebo_reacao,-0.016409499684044038,11
13,2016,Outros,placebo_antecip,-0.030552734635355766,45
13,2016,Outros,placebo_reacao,0.008763753888177074,11
13,2016,Saúde,placebo_antecip,-0.022114523315519347,45
13,2016,Saúde,placebo_reacao,-0.060685763100453476,11
13,2016,Utilidade Pública,placebo_antecip,-0.011593023148838618,45
13,2016,Utilidade Pública,placebo_reacao,0.00031572282623553577,11
14,2012,Bens Industriais,placebo_antecip,0.06956223020524628,45
14,2012,Bens Industriais,placebo_reacao,-0.008738655135525462,11
14,2012,Comunicações,placebo_antecip,-0.026676135941562255,45
14,2012,Comunicações,placebo_reacao,0.040370575715856796,11
14,2012,Construção e Transporte,placebo_antecip,0.04475304866450009,45
14,2012,Construção e Transporte,placebo_reacao,0.02679164085090364,11
14,2012,Consumo Cíclico,placebo_antecip,0.09778394488692371,45
14,2012,Consumo Cíclico,placebo_reacao,0.027502343102281935,11
14,2012,Consumo Não Cíclico,placebo_antecip,0.039504478024149435,45
14,2012,Consumo Não Cíclico,placebo_reacao,-0.019289889049841566,11
14,2012,Financeiro,placebo_antecip,-0.0015725135206449189,45
14,2012,Financeiro,placebo_reacao,-0.02401527628359364,11
14,2012,Materiais Básicos,placebo_antecip,-0.0037436731299136,45
14,2012,Materiais Básicos,placebo_reacao,0.01128576602722232,11
14,2012,Outros,placebo_antecip,0.12768696753345093,45
14,2012,Outros,placebo_reacao,-0.017433617655302013,11
14,2012,Saúde,placebo_antecip,0.03901914301501071,45
14,2012,Saúde,placebo_reacao,0.05401605653674515,11
14,2012,Utilidade Pública,placebo_antecip,-0.07882651034012107,45
14,2012,Utilidade Pública,placebo_reacao,-0.013812148963365701,11
15,2008,Bens Industriais,placebo_antecip,-0.15664681234455644,45
15,2008,Bens Industriais,placebo_reacao,-0.10717110676767161,11
15,2008,Comunicações,placebo_antecip,-0.14522892809703888,45
15,2008,Comunicações,placebo_reacao,-0.12744807819484702,11
15,2008,Construção e Transporte,placebo_antecip,-0.2953440241461993,45
15,2008,Construção e Transporte,placebo_reacao,-0.0743554302110192,11
15,2008,Consumo Cíclico,placebo_antecip,-0.07178106090898066,45
15,2008,Consumo Cíclico,placebo_reacao,-0.05795283116562033,11
15,2008,Consumo Não Cíclico,placebo_antecip,-0.2319725148345167,45
15,2008,Consumo Não Cíclico,placebo_reacao,-0.06448931289774212,11
15,2008,Financeiro,placebo_antecip,-0.05590254119192681,45
15,2008,Financeiro,placebo_reacao,-0.03786830962439218,11
15,2008,Materiais Básicos,placebo_antecip,-0.12963621640693027,45
15,2008,Materiais Básicos,placebo_reacao,-0.10422817742672039,11
15,2008,Outros,placebo_antecip,-0.09105685578587007,45
15,2008,Outros,placebo_reacao,0.0025904218339058774,11
15,2008,Utilidade Pública,placebo_antecip,-0.07524436209709376,45
15,2008,Utilidade Pública,placebo_reacao,-0.043477221096293095,11
16,2007,Bens Industriais,placebo_antecip,-0.03962024057719237,45
16,2007,Bens Industriais,placebo_reacao,0.02614695773989832,11
16,2007,Comunicações,placebo_antecip,-0.07580363320204966,45
16,2007,Comunicações,placebo_reacao,-0.011890364283744938,11
16,2007,Construção e Transporte,placebo_antecip,-0.06403444908338735,45
16,2007,Construção e Transporte,placebo_reacao,-0.04368186441545326,11
16,2007,Consumo Cíclico,placebo_antecip,-0.0927969882014595,45
16,2007,Consumo Cíclico,placebo_reacao,0.020267229661367812,11
16,2007,Consumo Não Cíclico,placebo_antecip,-0.03392271804099616,45
16,2007,Consumo Não Cíclico,placebo_reacao,0.005438657810539961,11
16,2007,Financeiro,placebo_antecip,-0.13592264643715457,45
16,2007,Financeiro,placebo_reacao,-0.013896366085077591,11
16,2007,Materiais Básicos,placebo_antecip,-0.14426296732341806,45
16,2007,Materiais Básicos,placebo_reacao,-0.03812846928721499,11
16,2007,Utilidade Pública,placebo_antecip,-0.058700405882001705,45
16,2007,Utilidade Pública,placebo_reacao,-0.026639567427514305,11
17,2012,Bens Industriais,placebo_antecip,0.06956223020524628,45
17,2012,Bens Industriais,placebo_reacao,-0.008738655135525462,11
17,2012,Comunicações,placebo_antecip,-0.026676135941562255,45
17,2012,Comunicações,placebo_reacao,0.040370575715856796,11
17,2012,Construção e Transporte,placebo_antecip,0.04475304866450009,45
17,2012,Construção e Transporte,placebo_reacao,0.02679164085090364,11
17,2012,Consumo Cíclico,placebo_antecip,0.09778394488692371,45
17,2012,Consumo Cíclico,placebo_reacao,0.027502343102281935,11
17,2012,Consumo Não Cíclico,placebo_antecip,0.039504478024149435,45
17,2012,Consumo Não Cíclico,placebo_reacao,-0.019289889049841566,11
17,2012,Financeiro,placebo_antecip,-0.0015725135206449189,45
17,2012,Financeiro,placebo_reacao,-0.02401527628359364,11
17,2012,Materiais Básicos,placebo_antecip,-0.0037436731299136,45
17,2012,Materiais Básicos,placebo_reacao,0.01128576602722232,11
17,2012,Outros,placebo_antecip,0.12768696753345093,45
17,2012,Outros,placebo_reacao,-0.017433617655302013,11
17,2012,Saúde,placebo_antecip,0.03901914301501071,45
17,2012,Saúde,placebo_reacao,0.05401605653674515,11
17,2012,Utilidade Pública,placebo_antecip,-0.07882651034012107,45
17,2012,Utilidade Pública,placebo_reacao,-0.013812148963365701,11
18,2012,Bens Industriais,placebo_antecip,0.06956223020524628,45
18,2012,Bens Industriais,placebo_reacao,-0.008738655135525462,11
18,2012,Comunicações,placebo_antecip,-0.026676135941562255,45
18,2012,Comunicações,placebo_reacao,0.040370575715856796,11
18,2012,Construção e Transporte,placebo_antecip,0.04475304866450009,45
18,2012,Construção e Transporte,placebo_reacao,0.02679164085090364,11
18,2012,Consumo Cíclico,placebo_antecip,0.09778394488692371,45
18,2012,Consumo Cíclico,placebo_reacao,0.027502343102281935,11
18,2012,Consumo Não Cíclico,placebo_antecip,0.039504478024149435,45
18,2012,Consumo Não Cíclico,placebo_reacao,-0.019289889049841566,11
18,2012,Financeiro,placebo_antecip,-0.0015725135206449189,45
18,2012,Financeiro,placebo_reacao,-0.02401527628359364,11
18,2012,Materiais Básicos,placebo_antecip,-0.0037436731299136,45
18,2012,Materiais Básicos,placebo_reacao,0.01128576602722232,11
18,2012,Outros,placebo_antecip,0.12768696753345093,45
18,2012,Outros,placebo_reacao,-0.017433617655302013,11
18,2012,Saúde,placebo_antecip,0.03901914301501071,45
18,2012,Saúde,placebo_reacao,0.05401605653674515,11
18,2012,Utilidade Pública,placebo_antecip,-0.07882651034012107,45
18,2012,Utilidade Pública,placebo_reacao,-0.013812148963365701,11
19,2005,Bens Industriais,placebo_antecip,-0.044253645456010564,45
19,2005,Bens Industriais,placebo_reacao,0.012409355163528146,11
19,2005,Comunicações,placebo_antecip,0.00931930299417275,45
19,2005,Comunicações,placebo_reacao,0.03899698128386907,11
19,2005,Construção e Transporte,placebo_antecip,0.1092666154092554,45
19,2005,Construção e Transporte,placebo_reacao,0.06114042162783694,11
19,2005,Consumo Cíclico,placebo_antecip,-0.03320346409349143,45
19,2005,Consumo Cíclico,placebo_reacao,0.01221475069226917,11
19,2005,Financeiro,placebo_antecip,0.01012118764346049,45
19,2005,Financeiro,placebo_reacao,0.02597455438914916,11
19,2005,Materiais Básicos,placebo_antecip,0.002486919443710524,45
19,2005,Materiais Básicos,placebo_reacao,-0.03797524433222946,11
19,2005,Utilidade Pública,placebo_antecip,0.03129421702346148,45
19,2005,Utilidade Pública,placebo_reacao,0.024597650049108487,11
20,2009,Bens Industriais,placebo_antecip,0.09143219583811622,45
20,2009,Bens Industriais,placebo_reacao,0.017794062318466718,11
20,2009,Comunicações,placebo_antecip,0.02623775906555813,45
20,2009,Comunicações,placebo_reacao,0.07978721692386695,11
20,2009,Construção e Transporte,placebo_antecip,0.017835411608364965,45
20,2009,Construção e Transporte,placebo_reacao,0.008894245997149254,11
20,2009,Consumo Cíclico,placebo_antecip,0.02737790740197805,45
20,2009,Consumo Cíclico,placebo_reacao,0.025445083896486892,11
20,2009,Consumo Não Cíclico,placebo_antecip,0.012528899943865043,45
20,2009,Consumo Não Cíclico,placebo_reacao,0.004943272199549422,11
20,2009,Financeiro,placebo_antecip,0.05798306839527984,45
20,2009,Financeiro,placebo_reacao,0.012286307780369585,11
20,2009,Materiais Básicos,placebo_antecip,0.06807472177271257,45
20,2009,Materiais Básicos,placebo_reacao,0.02419112910120696,11
20,2009,Outros,placebo_antecip,-0.031065633744336265,45
20,2009,Outros,placebo_reacao,0.010862524568136474,11
20,2009,Saúde,placebo_antecip,0.07683447403067872,45
20,2009,Saúde,placebo_reacao,0.018740735409957167,11
20,2009,Utilidade Pública,placebo_antecip,0.012147481821581728,45
20,2009,Utilidade Pública,placebo_reacao,0.012118226721595463,11
21,2008,Bens Industriais,placebo_antecip,-0.15664681234455644,45
21,2008,Bens Industriais,placebo_reacao,-0.10717110676767161,11
21,2008,Comunicações,placebo_antecip,-0.14522892809703888,45
21,2008,Comunicações,placebo_reacao,-0.12744807819484702,11
21,2008,Construção e Transporte,placebo_antecip,-0.2953440241461993,45
21,2008,Construção e Transporte,placebo_reacao,-0.0743554302110192,11
21,2008,Consumo Cíclico,placebo_antecip,-0.07178106090898066,45
21,2008,Consumo Cíclico,placebo_reacao,-0.05795283116562033,11
21,2008,Consumo Não Cíclico,placebo_antecip,-0.2319725148345167,45
21,2008,Consumo Não Cíclico,placebo_reacao,-0.06448931289774212,11
21,2008,Financeiro,placebo_antecip,-0.05590254119192681,45
21,2008,Financeiro,placebo_reacao,-0.03786830962439218,11
21,2008,Materiais Básicos,placebo_antecip,-0.12963621640693027,45
21,2008,Materiais Básicos,placebo_reacao,-0.10422817742672039,11
21,2008,Outros,placebo_antecip,-0.09105685578587007,45
21,2008,Outros,placebo_reacao,0.0025904218339058774,11
21,2008,Utilidade Pública,placebo_antecip,-0.07524436209709376,45
21,2008,Utilidade Pública,placebo_reacao,-0.043477221096293095,11
22,2004,Bens Industriais,placebo_antecip,0.08450066550978393,45
22,2004,Bens Industriais,placebo_reacao,-0.001758521012774484,11
22,2004,Comunicações,placebo_antecip,0.201631354942642,45
22,2004,Comunicações,placebo_reacao,0.003295514911784856,11
22,2004,Consumo Cíclico,placebo_antecip,0.024225843692497646,45
22,2004,Consumo Cíclico,placebo_reacao,0.006960228307282509,11
22,2004,Financeiro,placebo_antecip,0.020047534191380036,45
22,2004,Financeiro,placebo_reacao,0.006976951903407314,11
22,2004,Materiais Básicos,placebo_antecip,0.09923387275959994,45
22,2004,Materiais Básicos,placebo_reacao,0.003506999258031619,11
